128 7272
22 83 2
22 84 8
22 85 7
22 86 6
22 87 8
22 88 4
22 89 8
22 90 9
22 91 8
22 92 3
22 93 7
22 95 7
22 96 1
22 97 9
22 98 6
22 99 3
22 101 1
22 102 4
22 103 8
22 104 6
22 105 6
22 106 6
22 107 6
22 108 1
22 109 7
22 110 8
22 111 2
22 112 9
22 113 6
22 114 5
22 115 9
22 116 4
22 117 3
22 118 7
22 119 8
22 120 2
22 121 8
22 122 8
22 123 7
22 124 6
22 126 4
22 127 9
23 24 1
23 25 2
23 26 2
23 27 2
23 28 4
23 29 6
23 31 2
23 32 3
23 33 9
23 34 8
23 35 6
23 36 8
23 37 6
23 38 9
23 39 7
23 40 2
23 41 6
23 42 8
23 43 8
23 44 9
23 45 8
23 46 8
23 47 1
23 48 6
23 49 8
23 51 4
23 52 8
23 53 4
23 54 4
23 55 2
23 56 9
23 57 6
23 58 4
23 59 5
23 60 5
23 61 4
23 62 7
23 64 5
23 65 7
23 66 6
23 67 4
23 68 3
23 69 5
23 70 3
23 71 7
23 72 3
23 73 2
23 74 8
23 75 3
23 77 8
23 78 6
23 79 6
23 80 9
23 81 7
23 82 1
23 83 9
23 84 3
23 85 7
23 86 1
23 87 2
23 88 3
23 89 5
23 90 7
23 92 2
23 93 6
23 95 7
23 96 3
23 97 7
23 98 1
23 99 8
23 100 4
23 101 7
23 102 6
23 103 8
23 104 9
23 105 6
23 106 3
23 107 9
23 108 6
23 109 9
23 110 7
23 111 5
23 112 6
23 114 5
23 115 2
23 116 7
23 117 6
23 118 6
23 119 3
23 120 2
23 121 4
23 122 3
23 123 6
23 125 4
23 126 3
23 127 6
24 25 3
24 26 7
24 27 4
24 28 9
24 29 4
24 30 2
24 31 9
24 32 3
24 33 8
24 34 2
24 35 4
24 36 5
24 37 4
24 38 3
24 39 2
24 40 2
24 41 4
24 42 7
24 43 4
24 44 1
24 45 6
24 46 1
24 47 6
24 48 8
24 49 7
24 51 4
24 52 9
24 53 6
24 54 9
24 55 5
24 56 1
24 57 6
24 59 2
24 60 2
24 61 2
24 62 2
24 63 7
24 64 3
24 65 6
24 66 1
24 69 7
24 70 2
24 71 3
24 72 1
24 74 7
24 75 4
24 76 8
24 78 1
24 79 8
24 80 7
24 81 3
24 82 4
24 83 7
24 84 1
24 85 3
24 86 4
24 87 4
24 88 2
24 89 4
24 90 6
24 91 4
24 92 9
24 93 8
24 94 4
24 95 2
24 96 5
24 97 7
24 98 2
24 99 7
24 100 4
24 101 4
24 103 5
24 104 6
24 107 4
24 109 3
24 110 2
24 112 8
24 113 6
24 114 9
24 115 9
24 116 2
24 117 3
24 118 5
24 119 4
24 120 8
24 121 1
24 123 7
24 124 2
24 125 4
24 126 9
24 127 9
25 26 2
25 27 3
25 28 6
25 29 6
25 30 7
25 31 7
25 32 4
25 33 6
25 34 9
25 35 6
25 37 9
25 38 9
25 39 5
25 40 1
25 41 7
25 42 3
25 44 8
25 45 5
25 46 4
25 47 3
25 48 9
25 49 4
25 50 6
25 51 2
25 52 3
25 53 8
25 54 6
25 55 2
25 56 7
25 58 7
25 59 6
25 60 7
25 61 4
25 62 3
25 63 1
25 64 2
25 65 4
25 66 7
25 67 5
25 68 5
25 69 8
25 71 7
25 72 7
25 73 3
25 74 7
25 75 7
25 76 9
25 77 3
25 78 2
25 80 7
25 81 8
25 82 2
25 84 7
25 85 1
25 86 4
25 87 6
25 88 1
25 89 1
25 90 2
25 91 8
25 92 8
25 93 7
25 94 1
25 96 1
25 98 7
25 99 9
25 101 7
25 102 6
25 103 9
25 104 3
25 105 3
25 106 6
25 107 4
25 108 9
25 109 8
25 110 4
25 111 6
25 112 9
25 113 9
25 114 7
25 115 8
25 117 1
25 118 4
25 119 3
25 120 5
25 121 9
25 122 4
25 123 3
25 124 8
25 125 5
25 126 5
25 127 2
26 27 8
26 28 3
26 29 1
26 30 8
26 31 2
26 32 7
26 34 5
26 35 2
26 36 6
26 37 1
26 38 1
26 39 7
26 40 8
26 41 8
26 42 6
26 43 7
26 44 7
26 45 4
26 46 9
26 49 2
26 50 7
26 51 1
26 52 6
26 53 2
26 55 4
26 56 8
26 57 2
26 58 2
26 59 3
26 60 3
26 61 2
26 62 7
26 63 2
26 64 4
26 65 5
26 66 4
26 67 1
26 68 6
26 69 8
26 71 4
26 72 8
26 73 8
26 74 3
26 75 5
26 76 2
26 77 4
26 78 7
26 79 4
26 80 7
26 81 5
26 82 6
26 83 5
26 84 7
26 85 6
26 86 9
26 87 7
26 89 3
26 90 2
26 91 3
26 92 8
26 94 5
26 95 2
26 96 5
26 97 1
26 98 5
26 99 1
26 100 1
26 101 5
26 102 8
26 103 9
26 104 3
26 105 3
26 106 6
26 107 7
26 108 8
26 109 6
26 110 2
26 111 5
26 112 1
26 116 8
26 117 2
26 118 8
26 119 8
26 120 7
26 122 1
26 123 5
26 125 8
26 127 7
27 28 1
27 29 5
27 30 1
27 31 3
27 32 3
27 33 9
27 34 4
27 35 8
27 36 2
27 37 3
27 38 6
27 40 9
27 42 7
27 44 2
27 48 4
27 50 8
27 51 1
27 52 1
27 53 9
27 54 9
27 55 3
27 56 9
27 57 9
27 58 1
27 59 2
27 60 6
27 61 4
27 62 7
27 63 9
27 64 3
27 65 2
27 66 8
27 67 7
27 68 5
27 69 6
27 71 4
27 72 6
27 73 9
27 74 6
27 75 8
27 76 9
27 77 6
27 78 8
27 79 5
27 80 9
27 81 8
27 82 7
27 84 7
27 85 8
27 86 5
27 87 8
27 88 7
27 89 8
27 91 5
27 92 2
27 93 8
27 94 5
27 95 7
27 96 2
27 97 5
27 98 7
27 99 9
27 100 1
27 101 7
27 102 3
27 103 9
27 104 6
27 105 9
27 106 9
27 107 8
27 108 7
27 109 7
27 110 3
27 111 6
27 112 5
27 113 2
27 114 8
27 115 4
27 117 6
27 118 4
27 119 9
27 120 6
27 121 6
27 122 5
27 123 9
27 124 6
27 125 2
27 126 8
27 127 8
28 29 7
28 30 5
28 31 7
28 33 2
28 34 2
28 35 9
28 36 1
28 37 3
28 38 8
28 39 1
28 40 3
28 41 7
28 42 6
28 43 1
28 44 4
28 45 9
28 46 2
28 48 1
28 49 8
28 50 6
28 51 3
28 52 4
28 53 2
28 55 5
28 56 9
28 57 4
28 58 4
28 59 9
28 60 1
28 61 9
28 62 9
28 63 3
28 64 4
28 65 1
28 66 2
28 67 5
28 68 7
28 69 2
28 70 6
28 72 1
28 73 4
28 74 1
28 75 5
28 76 3
28 77 5
28 78 7
28 79 7
28 80 3
28 81 3
28 82 2
28 84 7
28 85 4
28 86 7
28 87 6
28 88 8
28 89 1
28 90 8
28 91 9
28 92 3
28 93 7
28 94 2
28 95 7
28 97 6
28 98 4
28 99 7
28 101 2
28 102 9
28 103 1
28 104 6
28 105 3
28 106 8
28 107 2
28 108 8
28 109 5
28 110 9
28 111 2
28 113 3
28 114 4
28 115 7
28 116 7
28 117 1
28 118 6
28 119 5
28 120 5
28 121 4
28 122 6
28 123 8
28 124 1
28 126 5
28 127 1
29 30 8
29 31 9
29 32 1
29 33 8
29 34 1
29 36 9
29 37 7
29 38 3
29 39 9
29 40 1
29 41 2
29 42 6
29 43 2
29 44 6
29 45 6
29 46 5
29 48 5
29 49 4
29 50 3
29 51 1
29 52 9
29 53 8
29 54 7
29 55 7
29 56 6
29 57 8
29 58 7
29 59 3
29 60 2
29 61 5
29 62 4
29 63 3
29 64 5
29 65 7
29 66 5
29 67 6
29 68 5
29 69 9
29 70 5
29 71 8
29 72 3
29 73 3
29 74 1
29 75 9
29 76 9
29 77 6
29 78 1
29 79 7
29 80 1
29 81 4
29 83 2
29 84 5
29 85 8
29 87 1
29 88 6
29 89 9
29 90 7
29 92 5
29 93 1
29 94 3
29 95 2
29 96 9
29 97 9
29 98 9
29 99 6
29 101 6
29 102 4
29 103 3
29 105 5
29 106 4
29 107 1
29 108 4
29 109 5
29 110 8
29 111 5
29 112 1
29 113 9
29 114 9
29 115 6
29 116 7
29 117 9
29 119 5
29 120 9
29 121 7
29 122 6
29 123 6
29 124 8
29 125 1
29 126 8
29 127 9
30 31 2
30 32 9
30 33 5
30 34 4
30 35 6
30 36 2
30 37 7
30 38 6
30 39 7
30 40 1
30 41 7
30 42 1
30 43 8
30 44 6
30 45 8
30 47 7
30 48 8
30 49 6
30 50 6
30 51 9
30 52 6
30 53 1
30 54 8
30 55 5
30 56 9
30 57 6
30 58 6
30 59 1
30 60 7
30 61 5
30 62 5
30 63 6
30 64 3
30 66 2
30 67 5
30 68 9
30 69 8
30 70 2
30 71 3
30 72 8
30 73 6
30 74 1
30 75 6
30 76 6
30 77 1
30 78 3
30 79 4
30 81 9
30 82 6
30 83 8
30 84 2
30 85 6
30 86 4
30 87 2
30 88 3
30 90 5
30 92 7
30 93 2
30 94 8
30 96 2
30 97 3
30 98 5
30 99 4
30 100 3
30 102 7
30 103 1
30 104 8
30 105 8
30 106 7
30 107 4
30 108 2
30 109 2
30 110 1
30 111 2
30 112 1
30 113 7
30 114 2
30 115 6
30 116 3
30 117 6
30 119 8
30 120 8
30 121 7
30 123 8
30 124 9
30 125 9
30 126 8
30 127 4
31 32 2
31 33 6
31 34 8
31 35 7
31 36 8
31 37 5
31 38 9
31 39 8
31 40 3
31 41 6
31 42 4
31 43 7
31 44 1
31 45 5
31 46 9
31 47 4
31 48 4
31 49 2
31 54 8
31 55 1
31 56 7
31 57 1
31 58 9
31 59 9
31 61 9
31 62 3
31 63 4
31 64 7
31 65 3
31 66 1
31 67 7
31 68 8
31 69 2
31 70 5
31 71 3
31 72 1
31 73 2
31 74 1
31 75 2
31 76 9
31 77 2
31 78 6
31 79 4
31 80 6
31 81 9
31 82 6
31 83 9
31 84 9
31 85 4
31 87 9
31 88 5
31 89 1
31 91 7
31 92 2
31 93 3
31 94 3
31 95 2
31 96 8
31 97 7
31 98 1
31 99 6
31 100 1
31 101 9
31 102 1
31 103 2
31 104 1
31 105 4
31 106 6
31 108 7
31 109 3
31 110 6
31 111 5
31 112 2
31 113 2
31 114 4
31 115 3
31 116 9
31 117 6
31 118 4
31 119 6
31 120 7
31 121 4
31 122 6
31 123 2
31 124 9
31 125 9
31 126 6
31 127 7
32 33 8
32 34 7
32 35 5
32 36 2
32 37 6
32 38 7
32 39 4
32 40 7
32 41 1
32 42 1
32 43 8
32 45 6
32 46 6
32 47 6
32 49 9
32 51 5
32 52 8
32 53 7
32 55 4
32 56 6
32 57 6
32 60 6
32 61 2
32 62 6
32 63 5
32 64 2
32 65 4
32 66 1
32 67 4
32 68 2
32 70 1
32 72 3
32 73 4
32 75 4
32 77 6
32 78 2
32 79 2
32 80 7
32 81 2
32 82 7
32 83 5
32 84 1
32 85 9
32 88 6
32 89 2
32 91 2
32 92 4
32 93 9
32 94 9
32 95 9
32 96 5
32 98 3
32 99 7
32 101 4
32 102 9
32 103 4
32 104 8
32 105 9
32 108 8
32 109 2
32 110 2
32 111 5
32 112 6
32 113 2
32 114 1
32 115 8
32 116 1
32 117 3
32 119 7
32 120 7
32 121 2
32 122 1
32 123 4
32 124 1
32 125 1
32 126 3
32 127 6
33 34 3
33 35 8
33 36 6
33 37 6
33 38 3
33 39 5
33 40 2
33 41 3
33 42 7
33 43 2
33 44 6
33 45 5
33 46 6
33 47 8
33 49 2
33 50 2
33 51 3
33 52 2
33 53 4
33 54 8
33 55 2
33 56 3
33 57 8
33 58 5
33 59 7
33 60 2
33 61 8
33 62 8
33 63 7
33 64 7
33 65 3
33 66 5
33 67 3
33 68 9
33 70 8
33 71 1
33 72 6
33 73 5
33 74 5
33 75 2
33 76 2
33 77 1
33 78 2
33 79 5
33 80 6
33 81 5
33 82 8
33 83 8
33 84 9
33 85 9
33 86 3
33 87 4
33 88 7
33 90 1
33 91 1
33 93 1
33 94 8
33 95 7
33 96 5
33 97 3
33 99 6
33 100 6
33 101 1
33 102 8
33 103 2
33 104 8
33 105 5
33 106 4
33 107 3
33 108 9
33 109 6
33 110 8
33 111 5
33 112 1
33 113 8
33 114 5
33 115 2
33 116 9
33 118 7
33 119 6
33 122 7
33 123 3
33 124 2
33 125 7
33 127 7
34 35 1
34 36 3
34 37 3
34 38 7
34 39 6
34 40 3
34 41 9
34 42 6
34 43 9
34 44 5
34 45 9
34 46 8
34 47 1
34 48 7
34 49 5
34 50 3
34 51 8
34 53 7
34 54 7
34 55 3
34 56 4
34 57 6
34 58 5
34 59 5
34 60 5
34 61 8
34 62 9
34 63 3
34 64 9
34 65 6
34 66 6
34 67 4
34 68 1
34 69 5
34 71 7
34 72 6
34 73 6
34 74 8
34 75 1
34 76 6
34 77 8
34 78 2
34 79 5
34 80 3
34 81 7
34 82 3
34 83 5
34 84 5
34 85 1
34 86 8
34 87 1
34 88 7
34 89 6
34 90 8
34 91 2
34 92 4
34 93 7
34 94 7
34 95 3
34 96 3
34 97 3
34 98 7
34 99 7
34 100 8
34 101 9
34 102 6
34 103 4
34 104 6
34 105 4
34 106 5
34 107 4
34 108 2
34 110 9
34 111 7
34 112 7
34 113 5
34 114 4
34 115 4
34 116 6
34 117 5
34 118 6
34 119 5
34 120 1
34 121 4
34 122 9
34 123 5
34 124 2
34 125 7
34 126 1
34 127 7
35 38 6
35 39 1
35 41 2
35 42 5
35 43 8
35 44 6
35 45 3
35 46 2
35 48 3
35 49 1
35 50 9
35 51 2
35 52 6
35 53 6
35 54 7
35 55 4
35 56 1
35 57 3
35 58 1
35 59 4
35 60 9
35 61 1
35 62 1
35 63 1
35 65 2
35 66 1
35 67 2
35 68 5
35 69 7
35 70 3
35 71 5
35 73 1
35 74 5
35 75 8
35 76 6
35 77 7
35 78 1
35 79 9
35 81 2
35 82 3
35 83 9
35 84 8
35 86 3
35 87 1
35 88 5
35 89 7
35 90 7
35 91 7
35 93 9
35 94 8
35 96 3
35 97 1
35 98 4
35 99 8
35 100 9
35 102 5
35 103 1
35 104 3
35 106 1
35 107 9
35 108 9
35 109 2
35 112 7
35 113 3
35 114 9
35 115 7
35 116 6
35 117 4
35 118 9
35 119 3
35 120 3
35 121 8
35 123 3
35 124 7
35 125 1
35 126 5
35 127 1
36 37 2
36 38 2
36 39 1
36 40 3
36 41 2
36 42 7
36 43 4
36 44 5
36 45 9
36 46 6
36 47 4
36 48 9
36 50 4
36 51 1
36 52 7
36 53 9
36 55 5
36 56 5
36 57 6
36 58 6
36 59 1
36 61 4
36 62 1
36 63 5
36 64 2
36 65 4
36 66 3
36 67 5
36 68 7
36 69 5
36 70 6
36 71 2
36 72 7
36 73 5
36 74 7
36 75 4
36 76 5
36 77 3
36 78 8
36 79 6
36 80 3
36 81 4
36 82 7
36 83 1
36 84 3
36 85 9
36 86 8
36 87 1
36 88 7
36 89 4
36 90 2
36 91 9
36 92 8
36 93 5
36 94 5
36 95 2
36 96 2
36 98 7
36 99 1
36 100 5
36 101 6
36 102 3
36 103 2
36 104 1
36 106 8
36 107 8
36 108 5
36 109 6
36 110 4
36 111 9
36 112 2
36 113 3
36 114 2
36 115 7
36 116 2
36 117 2
36 118 8
36 119 2
36 120 6
36 121 2
36 122 1
36 123 6
36 125 8
36 126 9
36 127 2
37 38 8
37 39 8
37 40 5
37 41 5
37 42 4
37 43 8
37 44 9
37 45 8
37 46 9
37 47 7
37 48 6
37 49 4
37 50 5
37 51 3
37 52 5
37 53 7
37 54 6
37 55 9
37 56 5
37 57 1
37 58 1
37 59 5
37 60 5
37 61 9
37 63 6
37 64 6
37 65 2
37 66 7
37 67 7
37 68 6
37 69 7
37 70 5
37 71 1
37 72 3
37 73 2
37 74 9
37 75 2
37 79 8
37 80 7
37 81 5
37 82 1
37 83 4
37 84 5
37 86 4
37 88 3
37 89 7
37 90 7
37 91 8
37 92 7
37 93 7
37 94 4
37 95 3
37 96 1
37 97 3
37 99 7
37 100 1
37 101 7
37 102 8
37 103 6
37 104 1
37 106 8
37 107 3
37 110 2
37 111 9
37 112 6
37 113 5
37 114 4
37 115 3
37 116 7
37 118 5
37 120 7
37 121 2
37 122 8
37 123 4
37 124 2
37 125 5
37 126 7
37 127 3
38 39 8
38 40 9
38 41 1
38 42 1
38 43 9
38 44 9
38 45 7
38 47 9
38 48 6
38 49 6
38 50 2
38 51 8
38 52 8
38 53 1
38 54 6
38 55 5
38 56 7
38 57 9
38 58 3
38 59 7
38 60 4
38 61 5
38 62 5
38 63 7
38 64 4
38 65 9
38 66 1
38 67 9
38 68 9
38 69 4
38 70 9
38 72 5
38 73 1
38 74 1
38 75 7
38 76 8
38 77 2
38 78 8
38 79 6
38 80 8
38 82 5
38 83 8
38 84 4
38 85 1
38 86 5
38 87 1
38 88 1
38 90 9
38 91 5
38 92 6
38 93 6
38 94 4
38 95 2
38 96 5
38 97 5
38 98 1
38 99 6
38 102 9
38 103 7
38 104 3
38 106 6
38 107 2
38 108 4
38 109 5
38 111 2
38 112 7
38 113 5
38 114 2
38 115 3
38 116 9
38 118 7
38 121 6
38 122 7
38 123 8
38 124 4
38 125 4
38 127 1
39 40 9
39 41 1
39 42 8
39 43 1
39 44 4
39 45 9
39 46 1
39 47 7
39 48 9
39 49 7
39 50 1
39 51 4
39 52 4
39 53 2
39 54 8
39 55 4
39 56 9
39 57 3
39 58 9
39 59 8
39 60 3
39 61 6
39 63 5
39 64 4
39 66 4
39 67 8
39 68 4
39 69 4
39 71 3
39 72 8
39 74 7
39 75 4
39 76 9
39 77 8
39 78 3
39 79 8
39 80 7
39 81 5
39 82 4
39 83 4
39 84 9
39 85 3
39 86 8
39 87 8
39 88 8
39 89 7
39 90 9
39 91 1
39 92 6
39 93 9
39 94 8
39 96 9
39 97 2
39 98 9
39 99 3
39 100 9
39 101 9
39 102 9
39 103 7
39 104 9
39 105 6
39 106 3
39 108 6
39 109 6
39 110 8
39 111 3
39 112 3
39 113 5
39 114 7
39 115 2
39 117 7
39 118 3
39 119 8
39 120 7
39 121 2
39 122 1
39 123 3
39 124 3
39 125 9
39 126 5
39 127 3
40 41 2
40 42 4
40 43 8
40 44 3
40 45 5
40 46 9
40 47 2
40 48 6
40 49 7
40 50 5
40 51 6
40 52 3
40 53 1
40 54 7
40 55 9
40 56 5
40 57 2
40 58 8
40 59 9
40 60 2
40 61 8
40 62 2
40 64 5
40 65 4
40 66 1
40 69 2
40 70 5
40 71 3
40 72 6
40 73 2
40 74 3
40 75 9
40 76 7
40 77 5
40 78 1
40 79 4
40 80 2
40 81 8
40 82 2
40 83 8
40 84 2
40 85 9
40 86 9
40 87 9
40 88 1
40 89 9
40 90 8
40 91 5
40 92 7
40 93 3
40 94 5
40 95 4
40 96 9
40 97 8
40 98 4
40 99 9
40 100 3
40 101 2
40 102 4
40 103 9
40 104 4
40 105 8
40 106 9
40 107 3
40 108 3
40 109 2
40 110 9
40 111 7
40 112 3
40 113 2
40 114 5
40 115 5
40 116 3
40 117 6
40 118 4
40 119 7
40 120 6
40 121 4
40 122 2
40 123 3
40 124 7
40 127 7
41 43 6
41 44 6
41 45 3
41 46 8
41 47 1
41 48 3
41 49 4
41 50 1
41 51 4
41 52 8
41 53 6
41 54 8
41 55 7
41 56 5
41 57 1
41 58 9
41 59 3
41 60 8
41 61 3
41 62 9
41 63 4
41 64 2
41 65 5
41 66 9
41 67 4
41 68 1
41 69 8
41 70 4
41 71 1
41 72 7
41 73 7
41 74 9
41 75 4
41 77 8
41 78 7
41 79 5
41 80 4
41 82 9
41 83 2
41 84 8
41 87 3
41 88 1
41 89 1
41 90 6
41 91 2
41 92 6
41 93 6
41 94 6
41 95 8
41 96 3
41 97 7
41 98 5
41 99 4
41 100 6
41 101 1
41 102 7
41 103 3
41 104 8
41 105 9
41 106 9
41 107 9
41 108 9
41 109 8
41 110 6
41 111 3
41 112 8
41 113 8
41 114 6
41 115 6
41 116 8
41 117 8
41 118 2
41 119 1
41 120 1
41 121 8
41 122 3
41 123 8
41 124 6
41 126 8
42 43 7
42 44 3
42 45 6
42 46 5
42 47 5
42 48 6
42 49 9
42 50 3
42 51 5
42 53 4
42 54 4
42 55 9
42 56 3
42 57 7
42 58 7
42 59 1
42 60 5
42 61 6
42 62 9
42 63 3
42 64 8
42 66 7
42 67 8
42 68 6
42 69 5
42 70 5
42 71 8
42 72 3
42 73 5
42 74 7
42 75 9
42 76 1
42 77 3
42 78 4
42 79 7
42 80 4
42 81 9
42 82 4
42 83 4
42 84 6
42 85 8
42 86 5
42 87 9
42 88 8
42 89 5
42 90 2
42 91 3
42 92 1
42 93 1
42 94 9
42 95 1
42 96 3
42 97 6
42 98 9
42 99 1
42 100 3
42 101 4
42 102 9
42 103 8
42 104 1
42 105 7
42 106 9
42 107 3
42 109 3
42 110 2
42 111 6
42 112 5
42 113 9
42 114 2
42 115 3
42 116 7
42 117 8
42 118 4
42 119 7
42 120 3
42 121 6
42 122 3
42 123 6
42 124 9
42 125 2
42 126 7
42 127 2
43 45 8
43 46 4
43 47 5
43 48 3
43 49 5
43 50 5
43 51 4
43 52 2
43 53 5
43 54 9
43 55 4
43 57 4
43 59 5
43 60 3
43 61 5
43 63 2
43 64 3
43 65 4
43 67 6
43 68 2
43 69 3
43 70 2
43 71 1
43 72 7
43 73 1
43 74 4
43 75 9
43 76 9
43 78 6
43 79 4
43 80 5
43 81 1
43 82 1
43 84 6
43 85 2
43 86 6
43 87 7
43 88 6
43 89 9
43 90 4
43 91 1
43 92 4
43 93 5
43 94 6
43 95 7
43 96 1
43 97 6
43 98 5
43 99 4
43 100 1
43 101 9
43 102 7
43 105 1
43 106 1
43 107 1
43 108 3
43 109 7
43 110 6
43 111 1
43 112 8
43 113 7
43 114 3
43 115 7
43 116 1
43 117 9
43 118 4
43 120 8
43 122 1
43 123 4
43 124 7
43 125 7
43 126 3
43 127 9
44 45 5
44 46 8
44 47 5
44 48 8
44 49 7
44 50 2
44 51 8
44 52 9
44 53 6
44 54 9
44 55 1
44 56 1
44 57 8
44 58 9
44 59 4
44 60 7
44 61 8
44 62 7
44 63 4
44 64 9
44 65 9
44 67 9
44 68 9
44 70 3
44 71 4
44 72 8
44 73 2
44 74 7
44 75 9
44 77 6
44 78 6
44 79 8
44 80 5
44 82 9
44 83 7
44 84 6
44 86 8
44 88 9
44 89 9
44 90 4
44 91 8
44 92 7
44 93 2
44 94 4
44 95 8
44 96 1
44 97 4
44 98 8
44 100 6
44 101 3
44 102 6
44 103 6
44 104 5
44 105 4
44 106 7
44 107 7
44 108 2
44 109 5
44 110 6
44 111 9
44 112 6
44 113 7
44 114 6
44 115 4
44 116 7
44 117 4
44 118 4
44 119 6
44 120 3
44 121 9
44 122 6
44 123 2
44 124 3
44 126 1
44 127 6
45 46 6
45 47 1
45 48 8
45 49 5
45 50 4
45 51 5
45 52 1
45 53 1
45 54 1
45 55 1
45 56 9
45 57 3
45 58 6
45 59 7
45 60 2
45 61 4
45 62 4
45 63 1
45 64 9
45 65 1
45 66 5
45 67 5
45 69 1
45 70 6
45 71 6
45 72 5
45 73 9
45 74 7
45 75 6
45 76 7
45 77 3
45 78 9
45 79 6
45 80 8
45 81 5
45 82 3
45 83 2
45 84 7
45 85 6
45 86 5
45 87 8
45 88 1
45 89 3
45 90 5
45 91 3
45 92 8
45 93 9
45 94 6
45 95 9
45 96 2
45 97 2
45 98 4
45 99 2
45 100 5
45 101 1
45 102 9
45 103 2
45 104 2
45 105 6
45 106 1
45 108 1
45 110 8
45 111 2
45 112 6
45 113 3
45 114 6
45 115 5
45 116 9
45 117 3
45 118 3
45 120 6
45 121 8
45 122 5
45 123 6
45 124 9
45 125 2
45 126 5
45 127 1
46 47 6
46 49 4
46 50 3
46 51 1
46 52 5
46 53 5
46 54 3
46 55 3
46 56 6
46 57 5
46 58 4
46 59 9
46 60 3
46 61 8
46 62 5
46 63 8
46 64 6
46 66 7
46 67 9
46 68 5
46 69 7
46 70 6
46 71 3
46 72 3
46 73 2
46 74 4
46 75 7
46 76 8
46 77 5
46 78 3
46 80 9
46 81 6
46 82 3
46 83 4
46 84 1
46 85 8
46 86 9
46 88 4
46 89 4
46 90 9
46 91 9
46 92 4
46 93 4
46 94 8
46 95 1
46 96 6
46 97 5
46 99 1
46 100 5
46 101 8
46 102 6
46 104 1
46 106 7
46 107 1
46 108 7
46 110 3
46 111 9
46 112 8
46 113 6
46 114 5
46 115 1
46 116 4
46 117 5
46 118 1
46 120 9
46 123 5
46 124 6
46 126 6
46 127 4
47 48 5
47 49 7
47 50 7
47 51 2
47 52 7
47 53 3
47 54 2
47 55 8
47 56 5
47 57 9
47 58 1
47 59 3
47 60 1
47 61 4
47 62 2
47 63 9
47 65 9
47 66 1
47 67 7
47 68 4
47 69 2
47 70 7
47 71 5
47 72 5
47 73 7
47 74 1
47 75 3
47 76 7
47 77 7
47 78 8
47 79 5
47 80 6
47 81 5
47 82 7
47 83 4
47 84 1
47 85 2
47 86 4
47 87 6
47 88 1
47 89 8
47 90 1
47 91 5
47 92 2
47 93 5
47 94 4
47 95 5
47 96 5
47 97 7
47 98 2
47 99 9
47 100 2
47 101 9
47 102 5
47 103 7
47 104 9
47 105 6
47 107 8
47 108 5
47 110 5
47 111 4
47 112 6
47 113 5
47 115 7
47 116 7
47 117 4
47 118 5
47 120 2
47 121 9
47 122 5
47 123 7
47 124 4
47 125 2
47 126 2
47 127 1
48 49 9
48 50 6
48 51 1
48 52 1
48 53 7
48 54 8
48 56 6
48 57 6
48 58 3
48 59 7
48 60 1
48 61 3
48 62 2
48 63 7
48 64 1
48 65 9
48 66 7
48 68 6
48 69 2
48 70 6
48 71 7
48 72 6
48 73 7
48 74 4
48 75 3
48 76 1
48 77 6
48 78 7
48 79 5
48 80 8
48 81 3
48 82 8
48 83 1
48 84 1
48 85 6
48 86 4
48 87 9
48 88 2
48 89 7
48 90 6
48 91 5
48 92 2
48 93 1
48 94 5
48 95 4
48 97 2
48 98 4
48 99 7
48 100 4
48 101 2
48 102 6
48 103 3
48 104 9
48 106 6
48 107 3
48 108 9
48 109 6
48 110 8
48 111 7
48 112 9
48 113 6
48 114 8
48 116 4
48 117 2
48 119 8
48 120 1
48 121 8
48 122 5
48 123 4
48 124 9
48 127 2
49 50 3
49 51 6
49 52 9
49 53 9
49 54 1
49 55 7
49 56 2
49 58 9
49 59 1
49 60 5
49 61 8
49 62 7
49 63 3
49 64 5
49 65 8
49 66 1
49 67 6
49 68 1
49 69 5
49 71 3
49 72 3
49 73 2
49 74 1
49 75 9
49 76 8
49 77 3
49 78 9
49 80 5
49 81 2
49 82 6
49 83 6
49 84 4
49 85 7
49 86 3
49 87 6
49 89 4
49 90 9
49 91 5
49 92 3
49 93 8
49 94 1
49 96 7
49 97 2
49 98 8
49 99 8
49 100 8
49 101 9
49 102 1
49 103 3
49 104 3
49 105 4
49 106 4
49 107 1
49 108 9
49 109 4
49 110 3
49 111 4
49 112 8
49 113 9
49 114 2
49 115 2
49 116 9
49 117 7
49 118 1
49 119 9
49 120 2
49 121 2
49 122 6
49 123 5
49 124 1
49 125 7
49 126 7
50 51 2
50 52 6
50 53 8
50 54 2
50 55 5
50 56 1
50 57 5
50 59 7
50 61 1
50 62 7
50 63 6
50 64 6
50 65 3
50 66 6
50 67 5
50 68 6
50 69 9
50 70 6
50 71 5
50 72 2
50 73 7
50 74 7
50 75 4
50 76 6
50 77 4
50 78 7
50 79 3
50 80 2
50 81 7
50 82 7
50 84 7
50 85 9
50 86 5
50 88 7
50 89 5
50 90 8
50 91 9
50 92 8
50 93 7
50 94 5
50 95 4
50 96 2
50 97 1
50 98 1
50 100 2
50 102 6
50 103 6
50 104 7
50 105 5
50 106 1
50 107 5
50 109 8
50 110 9
50 111 4
50 112 8
50 113 8
50 114 4
50 115 5
50 116 8
50 117 1
50 118 6
50 119 7
50 120 8
50 121 6
50 122 6
50 123 8
50 124 5
50 125 3
50 126 4
50 127 7
51 52 6
51 53 7
